Maciej Bukowski 350762 28.12.2017 20:22:20


                    STATE OF GAS IN TECHNOLOGICAL PROCESS

DATE        |  TIME      |  TEMPERATURE [°C]  |  MASS [kg]  |  PRESSURE [hPa]
17.12.2017  |  04:33:00  |  19.400            |  26.3       |  4.566173      
17.12.2017  |  04:33:30  |  18.900            |  28.2       |  4.887681      
17.12.2017  |  04:34:00  |  27.300            |  27.5       |  4.903447      
17.12.2017  |  04:34:30  |  27.000            |  26.3       |  4.684795      
17.12.2017  |  04:35:00  |  16.100            |  27.6       |  4.737825      
17.12.2017  |  04:35:30  |  24.500            |  25.2       |  4.451465      
17.12.2017  |  04:36:00  |  25.100            |  26.6       |  4.708240      
17.12.2017  |  04:36:30  |  27.400            |  26.1       |  4.655365      
17.12.2017  |  04:37:00  |  17.800            |  25.2       |  4.351264      
17.12.2017  |  04:37:30  |  16.700            |  28.8       |  4.954072      
17.12.2017  |  04:38:00  |  22.400            |  29.4       |  5.156735      
17.12.2017  |  04:38:30  |  23.500            |  27.9       |  4.911850      
17.12.2017  |  04:39:00  |  15.200            |  28.7       |  4.911322      
17.12.2017  |  04:39:30  |  25.000            |  27.1       |  4.795133      
17.12.2017  |  04:40:00  |  22.400            |  29.2       |  5.121655      
17.12.2017  |  04:40:30  |  26.500            |  27.7       |  4.925957      
17.12.2017  |  04:41:00  |  25.700            |  29.2       |  5.178842      
17.12.2017  |  04:41:30  |  23.600            |  27.2       |  4.790228      
17.12.2017  |  04:42:00  |  27.200            |  29.2       |  5.204836      
17.12.2017  |  04:42:30  |  23.900            |  28.2       |  4.971360      
17.12.2017  |  04:43:00  |  24.500            |  28.1       |  4.963737      
17.12.2017  |  04:43:30  |  16.400            |  29.5       |  5.069232      
17.12.2017  |  04:44:00  |  25.700            |  28.5       |  5.054692      
17.12.2017  |  04:44:30  |  24.900            |  28.4       |  5.023472      
17.12.2017  |  04:45:00  |  20.300            |  26.4       |  4.597636      
17.12.2017  |  04:45:30  |  26.900            |  27.7       |  4.932532      
17.12.2017  |  04:46:00  |  21.600            |  29.6       |  5.177762      
17.12.2017  |  04:46:30  |  24.900            |  29.4       |  5.200355      
17.12.2017  |  04:47:00  |  20.100            |  29.8       |  5.186219      
17.12.2017  |  04:47:30  |  22.300            |  25.2       |  4.418563      
17.12.2017  |  04:48:00  |  25.300            |  26.6       |  4.711398      
17.12.2017  |  04:48:30  |  24.100            |  25.6       |  4.516046      
17.12.2017  |  04:49:00  |  18.600            |  29.8       |  5.159691      
17.12.2017  |  04:49:30  |  26.700            |  26.4       |  4.697908      
17.12.2017  |  04:50:00  |  25.700            |  28.1       |  4.983749      
17.12.2017  |  04:50:30  |  25.500            |  26.5       |  4.696831      
17.12.2017  |  04:51:00  |  26.600            |  29.5       |  5.247806      
17.12.2017  |  04:51:30  |  19.600            |  28.7       |  4.986265      
17.12.2017  |  04:52:00  |  15.500            |  27.1       |  4.642345      
17.12.2017  |  04:52:30  |  28.200            |  28.9       |  5.168513      
17.12.2017  |  04:53:00  |  19.300            |  26.0       |  4.512545      
17.12.2017  |  04:53:30  |  22.600            |  25.2       |  4.423050      
17.12.2017  |  04:54:00  |  26.900            |  25.0       |  4.451744      
17.12.2017  |  04:54:30  |  28.500            |  25.5       |  4.564992      
17.12.2017  |  04:55:00  |  28.500            |  27.8       |  4.976737      
17.12.2017  |  04:55:30  |  16.300            |  28.4       |  4.878524      
17.12.2017  |  04:56:00  |  25.900            |  27.9       |  4.951589      
17.12.2017  |  04:56:30  |  16.500            |  28.1       |  4.830325      
17.12.2017  |  04:57:00  |  19.400            |  28.0       |  4.861325      
17.12.2017  |  04:57:30  |  16.000            |  29.0       |  4.976428      
17.12.2017  |  04:58:00  |  26.400            |  26.8       |  4.764317      
17.12.2017  |  04:58:30  |  27.200            |  27.0       |  4.812691      
17.12.2017  |  04:59:00  |  17.100            |  28.4       |  4.892007      
17.12.2017  |  04:59:30  |  22.500            |  25.6       |  4.491738      
17.12.2017  |  05:00:00  |  18.500            |  29.7       |  5.140614      
17.12.2017  |  05:00:30  |  19.900            |  26.2       |  4.556586      
17.12.2017  |  05:01:00  |  16.500            |  28.6       |  4.916274      
17.12.2017  |  05:01:30  |  26.600            |  29.7       |  5.283384      
17.12.2017  |  05:02:00  |  26.300            |  28.9       |  5.135925      
17.12.2017  |  05:02:30  |  22.900            |  28.6       |  5.024902      
17.12.2017  |  05:03:00  |  22.700            |  26.2       |  4.600123      
17.12.2017  |  05:03:30  |  23.000            |  27.0       |  4.745391      
17.12.2017  |  05:04:00  |  24.800            |  28.7       |  5.074834      
17.12.2017  |  05:04:30  |  17.700            |  27.6       |  4.764032      
17.12.2017  |  05:05:00  |  25.300            |  28.0       |  4.959366      
17.12.2017  |  05:05:30  |  19.300            |  28.6       |  4.963799      
17.12.2017  |  05:06:00  |  16.500            |  29.2       |  5.019413      
17.12.2017  |  05:06:30  |  26.400            |  28.6       |  5.084309      
17.12.2017  |  05:07:00  |  26.400            |  25.5       |  4.533212      
17.12.2017  |  05:07:30  |  23.500            |  28.2       |  4.964666      
17.12.2017  |  05:08:00  |  27.200            |  25.1       |  4.474020      
17.12.2017  |  05:08:30  |  29.900            |  26.4       |  4.748044      
17.12.2017  |  05:09:00  |  19.700            |  27.5       |  4.779412      
17.12.2017  |  05:09:30  |  26.400            |  29.9       |  5.315413      
17.12.2017  |  05:10:00  |  21.300            |  25.9       |  4.525930      
17.12.2017  |  05:10:30  |  29.700            |  28.7       |  5.158293      
17.12.2017  |  05:11:00  |  21.700            |  27.7       |  4.847049      
17.12.2017  |  05:11:30  |  23.100            |  26.5       |  4.659086      
17.12.2017  |  05:12:00  |  21.400            |  26.0       |  4.544948      
17.12.2017  |  05:12:30  |  28.800            |  29.2       |  5.232563      
17.12.2017  |  05:13:00  |  24.600            |  27.5       |  4.859382      
17.12.2017  |  05:13:30  |  29.100            |  28.7       |  5.148074      
17.12.2017  |  05:14:00  |  26.800            |  25.8       |  4.592669      
17.12.2017  |  05:14:30  |  23.100            |  27.5       |  4.834901      
17.12.2017  |  05:15:00  |  16.500            |  25.1       |  4.314632      
17.12.2017  |  05:15:30  |  15.700            |  29.5       |  5.056976      
17.12.2017  |  05:16:00  |  17.700            |  28.5       |  4.919381      
17.12.2017  |  05:16:30  |  15.800            |  28.5       |  4.887245      
17.12.2017  |  05:17:00  |  27.700            |  25.2       |  4.499322      
17.12.2017  |  05:17:30  |  19.700            |  29.4       |  5.109626      
17.12.2017  |  05:18:00  |  27.100            |  27.2       |  4.846726      
17.12.2017  |  05:18:30  |  27.200            |  28.3       |  5.044413      
17.12.2017  |  05:19:00  |  20.200            |  28.6       |  4.979075      
17.12.2017  |  05:19:30  |  22.300            |  27.6       |  4.839379      
17.12.2017  |  05:20:00  |  28.500            |  28.0       |  5.012541      
17.12.2017  |  05:20:30  |  23.400            |  25.5       |  4.487812      
17.12.2017  |  05:21:00  |  26.700            |  28.4       |  5.053810      
17.12.2017  |  05:21:30  |  18.000            |  28.3       |  4.889898      
17.12.2017  |  05:22:00  |  26.800            |  28.4       |  5.055496      
17.12.2017  |  05:22:30  |  19.500            |  27.7       |  4.810883      
17.12.2017  |  05:23:00  |  15.100            |  25.9       |  4.430631      
17.12.2017  |  05:23:30  |  17.300            |  27.7       |  4.774718      
17.12.2017  |  05:24:00  |  24.600            |  26.4       |  4.665006      
17.12.2017  |  05:24:30  |  27.200            |  28.9       |  5.151361      
17.12.2017  |  05:25:00  |  15.700            |  27.9       |  4.782700      
17.12.2017  |  05:25:30  |  28.700            |  27.1       |  4.854640      
17.12.2017  |  05:26:00  |  27.400            |  25.4       |  4.530509      
17.12.2017  |  05:26:30  |  26.500            |  27.9       |  4.961523      
17.12.2017  |  05:27:00  |  18.900            |  29.4       |  5.095667      
17.12.2017  |  05:27:30  |  20.900            |  26.0       |  4.537233      
17.12.2017  |  05:28:00  |  27.600            |  29.7       |  5.301010      
17.12.2017  |  05:28:30  |  22.400            |  27.0       |  4.735777      
17.12.2017  |  05:29:00  |  17.300            |  26.4       |  4.550633      
17.12.2017  |  05:29:30  |  28.100            |  26.2       |  4.684086      
17.12.2017  |  05:30:00  |  29.400            |  25.3       |  4.542702      
17.12.2017  |  05:30:30  |  20.300            |  25.8       |  4.493144      
17.12.2017  |  05:31:00  |  26.200            |  30.0       |  5.329630      
17.12.2017  |  05:31:30  |  25.900            |  26.3       |  4.667626      
17.12.2017  |  05:32:00  |  21.400            |  26.7       |  4.667312      
17.12.2017  |  05:32:30  |  26.200            |  26.8       |  4.761136      
17.12.2017  |  05:33:00  |  24.600            |  25.9       |  4.576654      
17.12.2017  |  05:33:30  |  25.800            |  27.2       |  4.825741      
17.12.2017  |  05:34:00  |  19.400            |  29.3       |  5.087030      
17.12.2017  |  05:34:30  |  25.800            |  25.4       |  4.506390      
17.12.2017  |  05:35:00  |  25.100            |  29.4       |  5.203845      
17.12.2017  |  05:35:30  |  29.300            |  27.8       |  4.989935      
17.12.2017  |  05:36:00  |  28.900            |  27.0       |  4.839931      
17.12.2017  |  05:36:30  |  19.000            |  26.6       |  4.611944      
17.12.2017  |  05:37:00  |  17.900            |  26.2       |  4.525488      
17.12.2017  |  05:37:30  |  21.600            |  26.6       |  4.652989      
17.12.2017  |  05:38:00  |  16.300            |  26.1       |  4.483432      
17.12.2017  |  05:38:30  |  17.400            |  26.3       |  4.534957      
17.12.2017  |  05:39:00  |  29.700            |  28.7       |  5.158293      
17.12.2017  |  05:39:30  |  19.400            |  28.8       |  5.000220      
17.12.2017  |  05:40:00  |  24.700            |  28.9       |  5.108483      
17.12.2017  |  05:40:30  |  22.100            |  29.1       |  5.098935      
17.12.2017  |  05:41:00  |  26.600            |  28.0       |  4.980968      
17.12.2017  |  05:41:30  |  22.800            |  28.8       |  5.058332      
17.12.2017  |  05:42:00  |  29.100            |  29.4       |  5.273636      
17.12.2017  |  05:42:30  |  25.800            |  26.5       |  4.701549      
17.12.2017  |  05:43:00  |  21.600            |  26.6       |  4.652989      
17.12.2017  |  05:43:30  |  22.600            |  29.1       |  5.107569      
17.12.2017  |  05:44:00  |  26.000            |  27.7       |  4.917737      
17.12.2017  |  05:44:30  |  23.800            |  30.0       |  5.286900      
17.12.2017  |  05:45:00  |  26.200            |  26.2       |  4.654544      
17.12.2017  |  05:45:30  |  15.500            |  28.9       |  4.950692      
17.12.2017  |  05:46:00  |  27.700            |  26.8       |  4.784993      
17.12.2017  |  05:46:30  |  20.100            |  26.0       |  4.524889      
17.12.2017  |  05:47:00  |  26.800            |  27.2       |  4.841883      
17.12.2017  |  05:47:30  |  15.300            |  28.8       |  4.930144      
17.12.2017  |  05:48:00  |  20.200            |  28.8       |  5.013894      
17.12.2017  |  05:48:30  |  26.800            |  25.4       |  4.521464      
17.12.2017  |  05:49:00  |  15.000            |  27.5       |  4.702706      
17.12.2017  |  05:49:30  |  26.800            |  26.2       |  4.663873      
17.12.2017  |  05:50:00  |  20.900            |  27.3       |  4.764095      
17.12.2017  |  05:50:30  |  29.400            |  29.4       |  5.278871      
17.12.2017  |  05:51:00  |  27.700            |  28.2       |  5.034956      
17.12.2017  |  05:51:30  |  15.700            |  26.0       |  4.456996      
17.12.2017  |  05:52:00  |  26.200            |  25.7       |  4.565716      
17.12.2017  |  05:52:30  |  19.800            |  25.5       |  4.433332      
17.12.2017  |  05:53:00  |  16.100            |  29.0       |  4.978149      
17.12.2017  |  05:53:30  |  21.600            |  27.3       |  4.775436      
17.12.2017  |  05:54:00  |  27.400            |  29.9       |  5.333158      
17.12.2017  |  05:54:30  |  25.000            |  29.5       |  5.219794      
17.12.2017  |  05:55:00  |  24.700            |  29.4       |  5.196865      
17.12.2017  |  05:55:30  |  26.000            |  25.2       |  4.473898      
17.12.2017  |  05:56:00  |  21.800            |  28.4       |  4.971223      
17.12.2017  |  05:56:30  |  24.400            |  27.6       |  4.873776      
17.12.2017  |  05:57:00  |  19.200            |  26.1       |  4.528352      
17.12.2017  |  05:57:30  |  24.500            |  29.0       |  5.122718      
17.12.2017  |  05:58:00  |  18.000            |  26.3       |  4.544322      
17.12.2017  |  05:58:30  |  26.900            |  25.0       |  4.451744      
17.12.2017  |  05:59:00  |  23.600            |  25.2       |  4.438005      
17.12.2017  |  05:59:30  |  18.600            |  25.2       |  4.363228      
17.12.2017  |  06:00:00  |  20.300            |  26.3       |  4.580221      
17.12.2017  |  06:00:30  |  22.100            |  29.2       |  5.116457      
17.12.2017  |  06:01:00  |  27.400            |  25.8       |  4.601856      
17.12.2017  |  06:01:30  |  16.500            |  26.6       |  4.572479      
17.12.2017  |  06:02:00  |  22.700            |  29.4       |  5.161970      
17.12.2017  |  06:02:30  |  16.000            |  29.1       |  4.993588      
17.12.2017  |  06:03:00  |  21.700            |  28.3       |  4.952040      
17.12.2017  |  06:03:30  |  28.700            |  27.1       |  4.854640      
17.12.2017  |  06:04:00  |  27.300            |  26.5       |  4.725139      
17.12.2017  |  06:04:30  |  16.200            |  25.8       |  4.430367      
17.12.2017  |  06:05:00  |  29.500            |  29.6       |  5.316538      
17.12.2017  |  06:05:30  |  27.300            |  26.9       |  4.796462      
17.12.2017  |  06:06:00  |  27.000            |  26.0       |  4.631357      
17.12.2017  |  06:06:30  |  25.900            |  27.1       |  4.809608      
17.12.2017  |  06:07:00  |  25.600            |  27.5       |  4.875702      
17.12.2017  |  06:07:30  |  20.800            |  28.1       |  4.902034      
17.12.2017  |  06:08:00  |  27.700            |  26.5       |  4.731430      
17.12.2017  |  06:08:30  |  18.400            |  29.5       |  5.104246      
17.12.2017  |  06:09:00  |  16.200            |  26.9       |  4.619259      
17.12.2017  |  06:09:30  |  16.800            |  26.4       |  4.542800      
17.12.2017  |  06:10:00  |  19.600            |  25.3       |  4.395557      
17.12.2017  |  06:10:30  |  24.600            |  29.8       |  5.265803      
17.12.2017  |  06:11:00  |  22.300            |  25.9       |  4.541301      
17.12.2017  |  06:11:30  |  25.500            |  28.6       |  5.069033      
17.12.2017  |  06:12:00  |  17.800            |  27.9       |  4.817471      
17.12.2017  |  06:12:30  |  21.000            |  27.2       |  4.748258      
17.12.2017  |  06:13:00  |  27.600            |  27.8       |  4.961888      
17.12.2017  |  06:13:30  |  26.800            |  29.6       |  5.269108      
17.12.2017  |  06:14:00  |  23.300            |  27.2       |  4.785385      
17.12.2017  |  06:14:30  |  21.500            |  26.7       |  4.668897      
17.12.2017  |  06:15:00  |  26.300            |  28.9       |  5.135925      
17.12.2017  |  06:15:30  |  21.800            |  26.4       |  4.621137      
17.12.2017  |  06:16:00  |  21.700            |  29.3       |  5.127023      
17.12.2017  |  06:16:30  |  28.700            |  28.0       |  5.015864      
17.12.2017  |  06:17:00  |  19.600            |  26.5       |  4.604042      
17.12.2017  |  06:17:30  |  18.700            |  26.8       |  4.641849      
17.12.2017  |  06:18:00  |  22.700            |  29.5       |  5.179527      
17.12.2017  |  06:18:30  |  24.400            |  29.1       |  5.138655      
17.12.2017  |  06:19:00  |  21.800            |  27.7       |  4.848693      
17.12.2017  |  06:19:30  |  28.400            |  29.0       |  5.189839      
17.12.2017  |  06:20:00  |  18.300            |  29.1       |  5.033309      
17.12.2017  |  06:20:30  |  15.100            |  27.1       |  4.635912      
17.12.2017  |  06:21:00  |  16.100            |  29.2       |  5.012481      
17.12.2017  |  06:21:30  |  24.300            |  27.3       |  4.819180      
17.12.2017  |  06:22:00  |  25.600            |  27.3       |  4.840242      
17.12.2017  |  06:22:30  |  26.100            |  28.0       |  4.972660      
17.12.2017  |  06:23:00  |  24.200            |  27.1       |  4.782266      
17.12.2017  |  06:23:30  |  16.000            |  27.2       |  4.667546      
17.12.2017  |  06:24:00  |  18.700            |  29.3       |  5.074858      
17.12.2017  |  06:24:30  |  15.200            |  28.4       |  4.859984      
17.12.2017  |  06:25:00  |  20.700            |  27.6       |  4.813171      
17.12.2017  |  06:25:30  |  28.400            |  27.7       |  4.957191      
17.12.2017  |  06:26:00  |  20.200            |  25.0       |  4.352338      
17.12.2017  |  06:26:30  |  21.400            |  27.3       |  4.772195      
17.12.2017  |  06:27:00  |  21.900            |  28.6       |  5.007929      
17.12.2017  |  06:27:30  |  29.100            |  27.9       |  5.004573      
17.12.2017  |  06:28:00  |  22.200            |  28.0       |  4.907853      
17.12.2017  |  06:28:30  |  21.800            |  28.2       |  4.936215      
17.12.2017  |  06:29:00  |  18.700            |  26.4       |  4.572568      
17.12.2017  |  06:29:30  |  15.700            |  29.9       |  5.125546      
17.12.2017  |  06:30:00  |  21.500            |  25.2       |  4.406599      
17.12.2017  |  06:30:30  |  24.100            |  27.3       |  4.815940      
17.12.2017  |  06:31:00  |  23.800            |  28.7       |  5.057801      
17.12.2017  |  06:31:30  |  22.700            |  27.4       |  4.810815      
17.12.2017  |  06:32:00  |  19.000            |  27.7       |  4.802664      
17.12.2017  |  06:32:30  |  17.600            |  27.5       |  4.745139      
17.12.2017  |  06:33:00  |  23.800            |  27.2       |  4.793456      
17.12.2017  |  06:33:30  |  17.100            |  29.4       |  5.064261      
17.12.2017  |  06:34:00  |  28.800            |  26.3       |  4.712890      
17.12.2017  |  06:34:30  |  23.900            |  27.3       |  4.812699      
17.12.2017  |  06:35:00  |  15.300            |  27.0       |  4.622010      
17.12.2017  |  06:35:30  |  29.200            |  29.7       |  5.329212      
17.12.2017  |  06:36:00  |  21.500            |  28.7       |  5.018627      
17.12.2017  |  06:36:30  |  22.000            |  25.9       |  4.536690      
17.12.2017  |  06:37:00  |  20.200            |  25.8       |  4.491613      
17.12.2017  |  06:37:30  |  22.100            |  27.9       |  4.888669      
17.12.2017  |  06:38:00  |  27.000            |  26.1       |  4.649170      
17.12.2017  |  06:38:30  |  17.800            |  28.9       |  4.990140      
17.12.2017  |  06:39:00  |  20.900            |  29.2       |  5.095662      
17.12.2017  |  06:39:30  |  25.700            |  29.3       |  5.196578      
17.12.2017  |  06:40:00  |  21.500            |  26.8       |  4.686383      
17.12.2017  |  06:40:30  |  17.900            |  29.4       |  5.078220      
17.12.2017  |  06:41:00  |  24.400            |  26.2       |  4.626556      
17.12.2017  |  06:41:30  |  25.500            |  27.2       |  4.820898      
17.12.2017  |  06:42:00  |  18.900            |  29.3       |  5.078335      
17.12.2017  |  06:42:30  |  27.700            |  29.5       |  5.267064      
17.12.2017  |  06:43:00  |  15.700            |  25.5       |  4.371285      
17.12.2017  |  06:43:30  |  25.200            |  29.4       |  5.205589      
17.12.2017  |  06:44:00  |  21.800            |  26.8       |  4.691154      
17.12.2017  |  06:44:30  |  28.800            |  28.4       |  5.089205      
17.12.2017  |  06:45:00  |  26.700            |  27.8       |  4.947040      
17.12.2017  |  06:45:30  |  29.300            |  26.6       |  4.774543      
17.12.2017  |  06:46:00  |  26.800            |  26.4       |  4.699475      
17.12.2017  |  06:46:30  |  26.500            |  29.8       |  5.299405      
17.12.2017  |  06:47:00  |  17.400            |  28.1       |  4.845334      
17.12.2017  |  06:47:30  |  19.100            |  25.2       |  4.370706      
17.12.2017  |  06:48:00  |  23.500            |  25.4       |  4.471720      
17.12.2017  |  06:48:30  |  15.400            |  26.1       |  4.469492      
17.12.2017  |  06:49:00  |  23.700            |  29.3       |  5.161800      
17.12.2017  |  06:49:30  |  29.400            |  26.7       |  4.794076      
17.12.2017  |  06:50:00  |  19.400            |  26.3       |  4.566173      
17.12.2017  |  06:50:30  |  15.700            |  27.3       |  4.679846      
17.12.2017  |  06:51:00  |  28.100            |  25.3       |  4.523183      
17.12.2017  |  06:51:30  |  23.500            |  26.9       |  4.735798      
17.12.2017  |  06:52:00  |  27.400            |  29.3       |  5.226138      
17.12.2017  |  06:52:30  |  27.800            |  26.4       |  4.715142      
17.12.2017  |  06:53:00  |  20.000            |  26.4       |  4.592936      
17.12.2017  |  06:53:30  |  17.800            |  26.7       |  4.610268      
17.12.2017  |  06:54:00  |  19.000            |  29.4       |  5.097412      
17.12.2017  |  06:54:30  |  26.800            |  29.5       |  5.251307      
17.12.2017  |  06:55:00  |  21.100            |  28.8       |  5.029276      
17.12.2017  |  06:55:30  |  21.500            |  27.7       |  4.843762      
17.12.2017  |  06:56:00  |  21.200            |  28.7       |  5.013517      
17.12.2017  |  06:56:30  |  26.800            |  27.2       |  4.841883      
17.12.2017  |  06:57:00  |  29.600            |  25.2       |  4.527737      
17.12.2017  |  06:57:30  |  29.300            |  28.5       |  5.115581      
17.12.2017  |  06:58:00  |  27.900            |  26.0       |  4.645244      
17.12.2017  |  06:58:30  |  18.400            |  26.5       |  4.585170      
17.12.2017  |  06:59:00  |  18.300            |  26.9       |  4.652784      
17.12.2017  |  06:59:30  |  25.000            |  27.2       |  4.812827      
17.12.2017  |  07:00:00  |  26.100            |  29.8       |  5.292331      
17.12.2017  |  07:00:30  |  21.700            |  28.3       |  4.952040      
17.12.2017  |  07:01:00  |  18.300            |  25.0       |  4.324149      
17.12.2017  |  07:01:30  |  23.300            |  29.0       |  5.102065      
17.12.2017  |  07:02:00  |  15.600            |  29.2       |  5.003817      
17.12.2017  |  07:02:30  |  27.900            |  25.0       |  4.466581      
17.12.2017  |  07:03:00  |  16.100            |  28.3       |  4.857987      
17.12.2017  |  07:03:30  |  16.500            |  29.4       |  5.053792      
17.12.2017  |  07:04:00  |  24.100            |  28.5       |  5.027629      
17.12.2017  |  07:04:30  |  26.100            |  29.8       |  5.292331      
17.12.2017  |  07:05:00  |  25.500            |  26.6       |  4.714555      
17.12.2017  |  07:05:30  |  20.700            |  28.6       |  4.987562      
17.12.2017  |  07:06:00  |  25.600            |  28.4       |  5.035270      
17.12.2017  |  07:06:30  |  23.500            |  25.6       |  4.506930      
17.12.2017  |  07:07:00  |  18.400            |  29.5       |  5.104246      
17.12.2017  |  07:07:30  |  25.900            |  25.7       |  4.561141      
17.12.2017  |  07:08:00  |  19.300            |  28.1       |  4.877019      
17.12.2017  |  07:08:30  |  15.800            |  25.2       |  4.321353      
17.12.2017  |  07:09:00  |  15.800            |  25.5       |  4.372798      
17.12.2017  |  07:09:30  |  15.900            |  29.4       |  5.043324      
17.12.2017  |  07:10:00  |  27.000            |  26.9       |  4.791673      
17.12.2017  |  07:10:30  |  26.200            |  26.4       |  4.690074      
17.12.2017  |  07:11:00  |  22.400            |  28.0       |  4.911176      
17.12.2017  |  07:11:30  |  27.500            |  28.2       |  5.031609      
17.12.2017  |  07:12:00  |  25.300            |  27.7       |  4.906230      
17.12.2017  |  07:12:30  |  19.700            |  29.0       |  5.040107      
17.12.2017  |  07:13:00  |  16.200            |  30.0       |  5.151590      
17.12.2017  |  07:13:30  |  23.700            |  27.9       |  4.915162      
17.12.2017  |  07:14:00  |  22.000            |  25.2       |  4.414077      
17.12.2017  |  07:14:30  |  21.100            |  25.9       |  4.522856      
17.12.2017  |  07:15:00  |  21.500            |  26.0       |  4.546491      
17.12.2017  |  07:15:30  |  16.900            |  27.8       |  4.785355      
17.12.2017  |  07:16:00  |  22.000            |  25.3       |  4.431593      
17.12.2017  |  07:16:30  |  17.500            |  25.7       |  4.433023      
17.12.2017  |  07:17:00  |  27.800            |  29.0       |  5.179512      
17.12.2017  |  07:17:30  |  21.000            |  28.9       |  5.045024      
17.12.2017  |  07:18:00  |  17.200            |  29.5       |  5.083237      
17.12.2017  |  07:18:30  |  20.300            |  26.1       |  4.545390      
17.12.2017  |  07:19:00  |  21.300            |  27.8       |  4.857948      
17.12.2017  |  07:19:30  |  27.800            |  27.1       |  4.840165      
17.12.2017  |  07:20:00  |  16.900            |  25.8       |  4.441085      
17.12.2017  |  07:20:30  |  16.200            |  27.2       |  4.670775      
17.12.2017  |  07:21:00  |  27.600            |  25.6       |  4.569221      
17.12.2017  |  07:21:30  |  23.600            |  27.6       |  4.860672      
17.12.2017  |  07:22:00  |  25.700            |  29.3       |  5.196578      
17.12.2017  |  07:22:30  |  18.600            |  26.0       |  4.501744      
17.12.2017  |  07:23:00  |  27.000            |  28.5       |  5.076680      
17.12.2017  |  07:23:30  |  28.800            |  29.0       |  5.196723      
17.12.2017  |  07:24:00  |  17.700            |  29.2       |  5.040208      
17.12.2017  |  07:24:30  |  21.900            |  26.3       |  4.605194      
17.12.2017  |  07:25:00  |  15.600            |  25.2       |  4.318362      
17.12.2017  |  07:25:30  |  28.400            |  28.7       |  5.136151      
17.12.2017  |  07:26:00  |  23.900            |  25.8       |  4.548265      
17.12.2017  |  07:26:30  |  26.400            |  29.3       |  5.208750      
17.12.2017  |  07:27:00  |  15.100            |  26.8       |  4.584592      
17.12.2017  |  07:27:30  |  15.500            |  29.2       |  5.002084      
17.12.2017  |  07:28:00  |  19.000            |  28.6       |  4.958707      
17.12.2017  |  07:28:30  |  26.800            |  29.6       |  5.269108      
17.12.2017  |  07:29:00  |  16.600            |  28.0       |  4.814797      
17.12.2017  |  07:29:30  |  15.100            |  29.0       |  4.960939      
17.12.2017  |  07:30:00  |  28.400            |  29.9       |  5.350903      
17.12.2017  |  07:30:30  |  25.700            |  27.6       |  4.895070      
17.12.2017  |  07:31:00  |  25.100            |  28.0       |  4.956043      
17.12.2017  |  07:31:30  |  27.100            |  25.0       |  4.454711      
17.12.2017  |  07:32:00  |  18.800            |  28.7       |  4.972639      
17.12.2017  |  07:32:30  |  26.000            |  26.0       |  4.615927      
17.12.2017  |  07:33:00  |  21.900            |  27.9       |  4.885358      
17.12.2017  |  07:33:30  |  23.100            |  25.4       |  4.465690      
17.12.2017  |  07:34:00  |  23.100            |  25.7       |  4.518435      
17.12.2017  |  07:34:30  |  17.800            |  28.7       |  4.955606      
17.12.2017  |  07:35:00  |  27.000            |  27.7       |  4.934176      
17.12.2017  |  07:35:30  |  28.500            |  27.9       |  4.994639      
17.12.2017  |  07:36:00  |  20.700            |  28.5       |  4.970123      
17.12.2017  |  07:36:30  |  19.700            |  29.2       |  5.074866      
17.12.2017  |  07:37:00  |  21.300            |  25.2       |  4.403608      
17.12.2017  |  07:37:30  |  18.200            |  28.5       |  4.927838      
17.12.2017  |  07:38:00  |  20.700            |  27.9       |  4.865488      
17.12.2017  |  07:38:30  |  24.600            |  29.7       |  5.248132      
17.12.2017  |  07:39:00  |  27.300            |  29.3       |  5.224399      
17.12.2017  |  07:39:30  |  17.000            |  26.8       |  4.614811      
17.12.2017  |  07:40:00  |  20.900            |  29.5       |  5.148014      
17.12.2017  |  07:40:30  |  29.600            |  26.4       |  4.743344      
17.12.2017  |  07:41:00  |  20.100            |  29.8       |  5.186219      
17.12.2017  |  07:41:30  |  29.700            |  25.4       |  4.565179      
17.12.2017  |  07:42:00  |  19.800            |  25.7       |  4.468103      
17.12.2017  |  07:42:30  |  15.500            |  29.9       |  5.121997      
17.12.2017  |  07:43:00  |  26.700            |  27.4       |  4.875859      
17.12.2017  |  07:43:30  |  24.600            |  26.5       |  4.682677      
17.12.2017  |  07:44:00  |  24.600            |  29.0       |  5.124439      
17.12.2017  |  07:44:30  |  25.800            |  26.3       |  4.666066      
17.12.2017  |  07:45:00  |  25.700            |  29.4       |  5.214313      
17.12.2017  |  07:45:30  |  17.300            |  27.9       |  4.809192      
17.12.2017  |  07:46:00  |  21.800            |  25.4       |  4.446094      
17.12.2017  |  07:46:30  |  29.700            |  29.2       |  5.248159      
17.12.2017  |  07:47:00  |  21.100            |  26.0       |  4.540319      
17.12.2017  |  07:47:30  |  29.000            |  25.4       |  4.554627      
17.12.2017  |  07:48:00  |  18.400            |  28.3       |  4.896616      
17.12.2017  |  07:48:30  |  19.300            |  27.0       |  4.686104      
17.12.2017  |  07:49:00  |  19.900            |  27.4       |  4.765284      
17.12.2017  |  07:49:30  |  22.800            |  25.5       |  4.478732      
17.12.2017  |  07:50:00  |  17.400            |  28.7       |  4.948793      
17.12.2017  |  07:50:30  |  27.500            |  26.0       |  4.639072      
17.12.2017  |  07:51:00  |  19.600            |  26.5       |  4.604042      
